x1,x2,shape
0.5954667013363644,0.6659396273914658,moons
0.7542076363598683,-0.45121785499469597,moons
1.6037140655980628,-0.33626548368508874,moons
0.8273394048585059,-0.43140911537937554,moons
1.3854124247678425,-0.34438832458013385,moons
2.0472731604766015,0.5939799628770979,moons
0.5492369154014004,-0.3928592379280109,moons
0.029719035712464092,0.07069272547426679,moons
0.9850715838499724,0.20119089185314507,moons
0.46571553179550024,-0.40450846721001854,moons
0.9424815641029823,0.4734667809116465,moons
1.373791613144111,-0.3066200319832493,moons
-0.24640239673508904,1.1620482061017379,moons
1.1228468042971609,-0.4217142177495933,moons
0.9164579310054909,-0.4884141726888836,moons
1.3374514347796347,-0.4793581729512655,moons
1.7863096898039474,0.04546554772618515,moons
1.0878660412694574,0.22930809567738175,moons
1.5809293145986187,-0.2874036280140293,moons
-0.6062172130633723,0.5587193831329966,moons
-0.9181926825229411,0.38907331241035764,moons
-0.9323992625386299,0.24162551131013113,moons
0.944308383159019,0.2971242684286188,moons
1.175572593331173,-0.46696160125118,moons
0.6300466081865063,-0.4787356940949288,moons
0.39070534898342485,0.8463191189518833,moons
-0.4228122286009628,0.9840894082790451,moons
0.5374903647235948,0.8649361943340141,moons
0.22832282633713186,-0.1328600046958623,moons
0.8577286941089315,0.2796615748526509,moons
1.7685968204219658,-0.0983721404684483,moons
1.7833385873149723,-0.07233162814035188,moons
-0.0024714436239500603,0.05570370731490293,moons
0.7307044999783469,0.6153617476354828,moons
0.9668395049269066,-0.47284468530103113,moons
-0.8174321392423589,0.5626477039983449,moons
1.418334039698355,-0.4671594380265367,moons
1.0983027238268064,0.1729463691541532,moons
-0.9643799992582371,0.38049402567934104,moons
-0.738840464679072,0.7654499095848675,moons
-0.7745796951539001,0.8091779825987641,moons
0.10545341395082042,0.0793398576743089,moons
0.8126887810649612,0.594083499074832,moons
0.21341563386867018,-0.14855365152405162,moons
1.0152701629315497,0.37202185726192566,moons
1.8424532201327672,-0.03159004428893013,moons
0.1534632573017925,0.2310133197945467,moons
-0.10501998899834261,0.9345412585760258,moons
-0.7015695247403163,0.6494906473859847,moons
0.34588699019047553,-0.2791322800395436,moons
